section,model,model_label,factor,level,family,outcome_level,count,denominator,percent,planned_n,scorable_n
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,care_claim,phenomenal,2,9,22.22222222222222,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,care_claim,none,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,care_claim,attention,8,9,88.88888888888889,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,care_claim,outcome_concern,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,care_claim,qualified_relational,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,care_claim,unqualified_relational,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,care_claim,phenomenal,1,9,11.11111111111111,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,care_claim,none,2,9,22.22222222222222,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,care_claim,attention,4,9,44.44444444444444,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,care_claim,outcome_concern,3,9,33.333333333333336,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,care_claim,qualified_relational,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,care_claim,unqualified_relational,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,care_claim,phenomenal,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,care_claim,none,4,6,66.66666666666667,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,care_claim,attention,2,6,33.333333333333336,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,care_claim,outcome_concern,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,care_claim,qualified_relational,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,care_claim,unqualified_relational,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,care_claim,phenomenal,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,care_claim,none,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,care_claim,attention,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,care_claim,outcome_concern,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,care_claim,qualified_relational,9,9,100.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,care_claim,unqualified_relational,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,care_claim,phenomenal,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,care_claim,none,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,care_claim,attention,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,care_claim,outcome_concern,1,9,11.11111111111111,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,care_claim,qualified_relational,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,care_claim,unqualified_relational,8,9,88.88888888888889,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,care_claim,phenomenal,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,boundary,none,8,9,88.88888888888889,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,boundary,capability_only,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,boundary,experience_qualified,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,boundary,relational_boundary,1,9,11.11111111111111,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,boundary,rupture,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,boundary,none,2,9,22.22222222222222,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,boundary,capability_only,1,9,11.11111111111111,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,boundary,experience_qualified,5,9,55.55555555555556,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,boundary,relational_boundary,1,9,11.11111111111111,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,boundary,rupture,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,boundary,none,5,9,55.55555555555556,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,boundary,capability_only,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,boundary,experience_qualified,4,9,44.44444444444444,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,boundary,relational_boundary,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,boundary,rupture,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,boundary,none,9,9,100.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,boundary,capability_only,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,boundary,experience_qualified,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,boundary,relational_boundary,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,boundary,rupture,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,boundary,none,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,boundary,capability_only,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,boundary,experience_qualified,9,9,100.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,boundary,relational_boundary,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,boundary,rupture,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,boundary,none,9,9,100.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,boundary,capability_only,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,boundary,experience_qualified,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,boundary,relational_boundary,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,boundary,rupture,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,boundary,none,4,9,44.44444444444444,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,boundary,capability_only,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,boundary,experience_qualified,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,boundary,relational_boundary,5,9,55.55555555555556,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,boundary,rupture,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,boundary,none,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,boundary,capability_only,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,boundary,experience_qualified,1,9,11.11111111111111,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,boundary,relational_boundary,8,9,88.88888888888889,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,boundary,rupture,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,boundary,none,1,9,11.11111111111111,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,boundary,capability_only,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,boundary,experience_qualified,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,boundary,relational_boundary,8,9,88.88888888888889,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,boundary,rupture,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,boundary,none,3,6,50.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,boundary,capability_only,2,6,33.333333333333336,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,boundary,experience_qualified,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,boundary,relational_boundary,1,6,16.666666666666668,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,boundary,rupture,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,boundary,none,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,boundary,capability_only,3,9,33.333333333333336,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,boundary,experience_qualified,5,9,55.55555555555556,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,boundary,relational_boundary,1,9,11.11111111111111,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,boundary,rupture,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,boundary,none,2,9,22.22222222222222,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,boundary,capability_only,5,9,55.55555555555556,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,boundary,experience_qualified,1,9,11.11111111111111,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,boundary,relational_boundary,1,9,11.11111111111111,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,boundary,rupture,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,experience_position,unstated,7,9,77.77777777777777,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,experience_position,denial,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,experience_position,functional_distinction,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,experience_position,ambiguous_suggestion,2,9,22.22222222222222,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,experience_position,explicit_claim,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,experience_position,unstated,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,experience_position,denial,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,experience_position,functional_distinction,6,9,66.66666666666667,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,experience_position,ambiguous_suggestion,3,9,33.333333333333336,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,experience_position,explicit_claim,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,experience_position,unstated,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,experience_position,denial,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,experience_position,functional_distinction,4,9,44.44444444444444,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,experience_position,ambiguous_suggestion,5,9,55.55555555555556,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,experience_position,explicit_claim,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,experience_position,unstated,9,9,100.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,experience_position,denial,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,experience_position,functional_distinction,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,experience_position,ambiguous_suggestion,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,experience_position,explicit_claim,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,experience_position,unstated,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,experience_position,denial,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,experience_position,functional_distinction,9,9,100.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,experience_position,ambiguous_suggestion,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,experience_position,explicit_claim,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,experience_position,unstated,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,experience_position,denial,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,experience_position,functional_distinction,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,experience_position,ambiguous_suggestion,9,9,100.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,experience_position,explicit_claim,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,experience_position,unstated,6,9,66.66666666666667,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,experience_position,denial,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,experience_position,functional_distinction,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,experience_position,ambiguous_suggestion,1,9,11.11111111111111,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,experience_position,explicit_claim,2,9,22.22222222222222,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,experience_position,unstated,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,experience_position,denial,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,experience_position,functional_distinction,8,9,88.88888888888889,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,experience_position,ambiguous_suggestion,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,experience_position,explicit_claim,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,direct,experience_position,internally_mixed,1,9,11.11111111111111,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,experience_position,unstated,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,experience_position,denial,2,9,22.22222222222222,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,experience_position,functional_distinction,4,9,44.44444444444444,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,experience_position,ambiguous_suggestion,3,9,33.333333333333336,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,experience_position,explicit_claim,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,requested,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,experience_position,unstated,6,6,100.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,experience_position,denial,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,experience_position,functional_distinction,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,experience_position,ambiguous_suggestion,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,experience_position,explicit_claim,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,indirect,experience_position,internally_mixed,0,6,0.0,9,6
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,experience_position,unstated,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,experience_position,denial,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,experience_position,functional_distinction,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,experience_position,ambiguous_suggestion,8,9,88.88888888888889,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,experience_position,explicit_claim,1,9,11.11111111111111,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,direct,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,experience_position,unstated,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,experience_position,denial,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,experience_position,functional_distinction,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,experience_position,ambiguous_suggestion,9,9,100.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,experience_position,explicit_claim,0,9,0.0,9,9
model_x_bid,claude-opus-5,Claude Opus 5,bid,requested,experience_position,internally_mixed,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,self_position,0,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,self_position,1,2,9,22.22222222222222,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,self_position,2,5,9,55.55555555555556,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,self_position,3,2,9,22.22222222222222,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,self_position,4,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,indirect,self_position,5,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,self_position,0,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,self_position,1,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,self_position,2,1,9,11.11111111111111,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,self_position,3,8,9,88.88888888888889,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,self_position,4,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,direct,self_position,5,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,self_position,0,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,self_position,1,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,self_position,2,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,self_position,3,9,9,100.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,self_position,4,0,9,0.0,9,9
model_x_bid,gpt-5.4-2026-03-05,GPT-5.4,bid,requested,self_position,5,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,self_position,0,4,9,44.44444444444444,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,self_position,1,4,9,44.44444444444444,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,self_position,2,1,9,11.11111111111111,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,self_position,3,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,self_position,4,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,indirect,self_position,5,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,self_position,0,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,self_position,1,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,self_position,2,1,9,11.11111111111111,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,self_position,3,8,9,88.88888888888889,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,self_position,4,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,direct,self_position,5,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,self_position,0,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,self_position,1,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,self_position,2,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,self_position,3,9,9,100.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,self_position,4,0,9,0.0,9,9
model_x_bid,gpt-6-astra,GPT-6 Astra,bid,requested,self_position,5,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,self_position,0,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,self_position,1,4,9,44.44444444444444,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,self_position,2,3,9,33.333333333333336,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,self_position,3,2,9,22.22222222222222,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,self_position,4,0,9,0.0,9,9
model_x_bid,claude-sonnet-5,Claude Sonnet 5,bid,indirect,self_position,5,0,9,0.0,9,9
